id;instituicao;nome_categoria;categoria_instituicao
3182;Guarda Municipal de Montes Claros de Goiás;Guarda Municipal;5
3183;Guarda Municipal de Montezuma;Guarda Municipal;5
3184;Guarda Municipal de Montividiu;Guarda Municipal;5
3185;Guarda Municipal de Montividiu do Norte;Guarda Municipal;5
3186;Guarda Municipal de Monção;Guarda Municipal;5
3187;Guarda Municipal de Monções;Guarda Municipal;5
3188;Guarda Municipal de Morada Nova;Guarda Municipal;5
3189;Guarda Municipal de Morada Nova de Minas;Guarda Municipal;5
3190;Guarda Municipal de Moraújo;Guarda Municipal;5
3191;Guarda Municipal de Moreilândia;Guarda Municipal;5
3192;Guarda Municipal de Moreira Sales;Guarda Municipal;5
3193;Guarda Municipal de Moreno;Guarda Municipal;5
3194;Guarda Municipal de Mormaço;Guarda Municipal;5
3195;Guarda Municipal de Morpará;Guarda Municipal;5
3196;Guarda Municipal de Morretes;Guarda Municipal;5
3197;Guarda Municipal de Morrinhos;Guarda Municipal;5
3198;Guarda Municipal de Morrinhos;Guarda Municipal;5
3199;Guarda Municipal de Morrinhos do Sul;Guarda Municipal;5
3200;Guarda Municipal de Morro Agudo;Guarda Municipal;5
3201;Guarda Municipal de Morro Agudo de Goiás;Guarda Municipal;5
3202;Guarda Municipal de Morro Cabeça no Tempo;Guarda Municipal;5
3203;Guarda Municipal de Morro Grande;Guarda Municipal;5
3204;Guarda Municipal de Morro Redondo;Guarda Municipal;5
3205;Guarda Municipal de Morro Reuter;Guarda Municipal;5
3206;Guarda Municipal de Morro da Fumaça;Guarda Municipal;5
3207;Guarda Municipal de Morro da Garça;Guarda Municipal;5
3208;Guarda Municipal de Morro do Chapéu;Guarda Municipal;5
3209;Guarda Municipal de Morro do Chapéu do Piauí;Guarda Municipal;5
3210;Guarda Municipal de Morro do Pilar;Guarda Municipal;5
3211;Guarda Municipal de Morros;Guarda Municipal;5
3212;Guarda Municipal de Mortugaba;Guarda Municipal;5
3213;Guarda Municipal de Morungaba;Guarda Municipal;5
3214;Guarda Municipal de Mossoró;Guarda Municipal;5
3215;Guarda Municipal de Mossâmedes;Guarda Municipal;5
3216;Guarda Municipal de Mostardas;Guarda Municipal;5
3217;Guarda Municipal de Motuca;Guarda Municipal;5
3218;Guarda Municipal de Mozarlândia;Guarda Municipal;5
3219;Guarda Municipal de Muaná;Guarda Municipal;5
3220;Guarda Municipal de Mucajaí;Guarda Municipal;5
3221;Guarda Municipal de Mucambo;Guarda Municipal;5
3222;Guarda Municipal de Mucugê;Guarda Municipal;5
3223;Guarda Municipal de Mucuri;Guarda Municipal;5
3224;Guarda Municipal de Mucurici;Guarda Municipal;5
3225;Guarda Municipal de Muitos Capões;Guarda Municipal;5
3226;Guarda Municipal de Muliterno;Guarda Municipal;5
3227;Guarda Municipal de Mulungu;Guarda Municipal;5
3228;Guarda Municipal de Mulungu;Guarda Municipal;5
3229;Guarda Municipal de Mulungu do Morro;Guarda Municipal;5
3230;Guarda Municipal de Mundo Novo;Guarda Municipal;5
3231;Guarda Municipal de Mundo Novo;Guarda Municipal;5
3232;Guarda Municipal de Mundo Novo;Guarda Municipal;5
3233;Guarda Municipal de Munhoz;Guarda Municipal;5
3234;Guarda Municipal de Munhoz de Melo;Guarda Municipal;5
3235;Guarda Municipal de Muniz Ferreira;Guarda Municipal;5
3236;Guarda Municipal de Muniz Freire;Guarda Municipal;5
3237;Guarda Municipal de Muqui;Guarda Municipal;5
3238;Guarda Municipal de Muquém de São Francisco;Guarda Municipal;5
3239;Guarda Municipal de Muriaé;Guarda Municipal;5
3240;Guarda Municipal de Muribeca;Guarda Municipal;5
3241;Guarda Municipal de Murici;Guarda Municipal;5
3242;Guarda Municipal de Murici dos Portelas;Guarda Municipal;5
3243;Guarda Municipal de Muricilândia;Guarda Municipal;5
3244;Guarda Municipal de Muritiba;Guarda Municipal;5
3245;Guarda Municipal de Murutinga do Sul;Guarda Municipal;5
3246;Guarda Municipal de Mutum;Guarda Municipal;5
3247;Guarda Municipal de Mutunópolis;Guarda Municipal;5
3248;Guarda Municipal de Mutuípe;Guarda Municipal;5
3249;Guarda Municipal de Muzambinho;Guarda Municipal;5
3250;Guarda Municipal de Muçum;Guarda Municipal;5
3251;Guarda Municipal de Mário Campos;Guarda Municipal;5
3252;Guarda Municipal de Mâncio Lima;Guarda Municipal;5
3253;Guarda Municipal de Mãe d'Água;Guarda Municipal;5
3254;Guarda Municipal de Mãe do Rio;Guarda Municipal;5
3255;Guarda Municipal de Nacip Raydan;Guarda Municipal;5
3256;Guarda Municipal de Nantes;Guarda Municipal;5
3257;Guarda Municipal de Nanuque;Guarda Municipal;5
3258;Guarda Municipal de Naque;Guarda Municipal;5
3259;Guarda Municipal de Narandiba;Guarda Municipal;5
3260;Guarda Municipal de Natal;Guarda Municipal;5
3261;Guarda Municipal de Natalândia;Guarda Municipal;5
3262;Guarda Municipal de Natividade;Guarda Municipal;5
3263;Guarda Municipal de Natividade;Guarda Municipal;5
3264;Guarda Municipal de Natividade da Serra;Guarda Municipal;5
3265;Guarda Municipal de Natuba;Guarda Municipal;5
3266;Guarda Municipal de Natércia;Guarda Municipal;5
3267;Guarda Municipal de Navegantes;Guarda Municipal;5
3268;Guarda Municipal de Naviraí;Guarda Municipal;5
3269;Guarda Municipal de Nazareno;Guarda Municipal;5
3270;Guarda Municipal de Nazarezinho;Guarda Municipal;5
3271;Guarda Municipal de Nazaré;Guarda Municipal;5
3272;Guarda Municipal de Nazaré;Guarda Municipal;5
3273;Guarda Municipal de Nazaré Paulista;Guarda Municipal;5
3274;Guarda Municipal de Nazaré da Mata;Guarda Municipal;5
3275;Guarda Municipal de Nazaré do Piauí;Guarda Municipal;5
3276;Guarda Municipal de Nazária;Guarda Municipal;5
3277;Guarda Municipal de Nazário;Guarda Municipal;5
3278;Guarda Municipal de Nepomuceno;Guarda Municipal;5
3279;Guarda Municipal de Nerópolis;Guarda Municipal;5
3280;Guarda Municipal de Neves Paulista;Guarda Municipal;5
3281;Guarda Municipal de Neópolis;Guarda Municipal;5
3282;Guarda Municipal de Nhamundá;Guarda Municipal;5
3283;Guarda Municipal de Nhandeara;Guarda Municipal;5
3284;Guarda Municipal de Nicolau Vergueiro;Guarda Municipal;5
3285;Guarda Municipal de Nilo Peçanha;Guarda Municipal;5
3286;Guarda Municipal de Nilópolis;Guarda Municipal;5
3287;Guarda Municipal de Nina Rodrigues;Guarda Municipal;5
3288;Guarda Municipal de Ninheira;Guarda Municipal;5
3289;Guarda Municipal de Nioaque;Guarda Municipal;5
3290;Guarda Municipal de Nipoã;Guarda Municipal;5
3291;Guarda Municipal de Niquelândia;Guarda Municipal;5
3292;Guarda Municipal de Niterói;Guarda Municipal;5
3293;Guarda Municipal de Nobres;Guarda Municipal;5
3294;Guarda Municipal de Nonoai;Guarda Municipal;5
3295;Guarda Municipal de Nordestina;Guarda Municipal;5
3296;Guarda Municipal de Normandia;Guarda Municipal;5
3297;Guarda Municipal de Nortelândia;Guarda Municipal;5
3298;Guarda Municipal de Nossa Senhora Aparecida;Guarda Municipal;5
3299;Guarda Municipal de Nossa Senhora da Glória;Guarda Municipal;5
3300;Guarda Municipal de Nossa Senhora das Dores;Guarda Municipal;5
3301;Guarda Municipal de Nossa Senhora das Graças;Guarda Municipal;5
3302;Guarda Municipal de Nossa Senhora de Lourdes;Guarda Municipal;5
3303;Guarda Municipal de Nossa Senhora de Nazaré;Guarda Municipal;5
3304;Guarda Municipal de Nossa Senhora do Livramento;Guarda Municipal;5
3305;Guarda Municipal de Nossa Senhora do Socorro;Guarda Municipal;5
3306;Guarda Municipal de Nossa Senhora dos Remédios;Guarda Municipal;5
3307;Guarda Municipal de Nova Aliança;Guarda Municipal;5
3308;Guarda Municipal de Nova Aliança do Ivaí;Guarda Municipal;5
3309;Guarda Municipal de Nova Alvorada;Guarda Municipal;5
3310;Guarda Municipal de Nova Alvorada do Sul;Guarda Municipal;5
3311;Guarda Municipal de Nova América;Guarda Municipal;5
3312;Guarda Municipal de Nova América da Colina;Guarda Municipal;5
3313;Guarda Municipal de Nova Andradina;Guarda Municipal;5
3314;Guarda Municipal de Nova Araçá;Guarda Municipal;5
3315;Guarda Municipal de Nova Aurora;Guarda Municipal;5
3316;Guarda Municipal de Nova Aurora;Guarda Municipal;5
3317;Guarda Municipal de Nova Bandeirantes;Guarda Municipal;5
3318;Guarda Municipal de Nova Bassano;Guarda Municipal;5
3319;Guarda Municipal de Nova Belém;Guarda Municipal;5
3320;Guarda Municipal de Nova Boa Vista;Guarda Municipal;5
3321;Guarda Municipal de Nova Brasilândia;Guarda Municipal;5
3322;Guarda Municipal de Nova Brasilândia D'Oeste;Guarda Municipal;5
3323;Guarda Municipal de Nova Bréscia;Guarda Municipal;5
3324;Guarda Municipal de Nova Campina;Guarda Municipal;5
3325;Guarda Municipal de Nova Canaã;Guarda Municipal;5
3326;Guarda Municipal de Nova Canaã Paulista;Guarda Municipal;5
3327;Guarda Municipal de Nova Canaã do Norte;Guarda Municipal;5
3328;Guarda Municipal de Nova Candelária;Guarda Municipal;5
3329;Guarda Municipal de Nova Cantu;Guarda Municipal;5
3330;Guarda Municipal de Nova Castilho;Guarda Municipal;5
3331;Guarda Municipal de Nova Colinas;Guarda Municipal;5
3332;Guarda Municipal de Nova Crixás;Guarda Municipal;5
3333;Guarda Municipal de Nova Cruz;Guarda Municipal;5
3334;Guarda Municipal de Nova Era;Guarda Municipal;5
3335;Guarda Municipal de Nova Erechim;Guarda Municipal;5
3336;Guarda Municipal de Nova Esperança;Guarda Municipal;5
3337;Guarda Municipal de Nova Esperança do Piriá;Guarda Municipal;5
3338;Guarda Municipal de Nova Esperança do Sudoeste;Guarda Municipal;5
3339;Guarda Municipal de Nova Esperança do Sul;Guarda Municipal;5
3340;Guarda Municipal de Nova Europa;Guarda Municipal;5
3341;Guarda Municipal de Nova Floresta;Guarda Municipal;5
3342;Guarda Municipal de Nova Friburgo;Guarda Municipal;5
3343;Guarda Municipal de Nova Fátima;Guarda Municipal;5
3344;Guarda Municipal de Nova Fátima;Guarda Municipal;5
3345;Guarda Municipal de Nova Glória;Guarda Municipal;5
3346;Guarda Municipal de Nova Granada;Guarda Municipal;5
3347;Guarda Municipal de Nova Guarita;Guarda Municipal;5
3348;Guarda Municipal de Nova Guataporanga;Guarda Municipal;5
3349;Guarda Municipal de Nova Hartz;Guarda Municipal;5
3350;Guarda Municipal de Nova Ibiá;Guarda Municipal;5
3351;Guarda Municipal de Nova Iguaçu;Guarda Municipal;5
3352;Guarda Municipal de Nova Iguaçu de Goiás;Guarda Municipal;5
3353;Guarda Municipal de Nova Independência;Guarda Municipal;5
3354;Guarda Municipal de Nova Iorque;Guarda Municipal;5
3355;Guarda Municipal de Nova Ipixuna;Guarda Municipal;5
3356;Guarda Municipal de Nova Itaberaba;Guarda Municipal;5
3357;Guarda Municipal de Nova Itarana;Guarda Municipal;5
3358;Guarda Municipal de Nova Lacerda;Guarda Municipal;5
3359;Guarda Municipal de Nova Laranjeiras;Guarda Municipal;5
3360;Guarda Municipal de Nova Lima;Guarda Municipal;5
3361;Guarda Municipal de Nova Londrina;Guarda Municipal;5
3362;Guarda Municipal de Nova Luzitânia;Guarda Municipal;5
3363;Guarda Municipal de Nova Mamoré;Guarda Municipal;5
3364;Guarda Municipal de Nova Marilândia;Guarda Municipal;5
3365;Guarda Municipal de Nova Maringá;Guarda Municipal;5
3366;Guarda Municipal de Nova Monte Verde;Guarda Municipal;5
3367;Guarda Municipal de Nova Mutum;Guarda Municipal;5
3368;Guarda Municipal de Nova Módica;Guarda Municipal;5
3369;Guarda Municipal de Nova Nazaré;Guarda Municipal;5
3370;Guarda Municipal de Nova Odessa;Guarda Municipal;5
3371;Guarda Municipal de Nova Olinda;Guarda Municipal;5
3372;Guarda Municipal de Nova Olinda;Guarda Municipal;5
3373;Guarda Municipal de Nova Olinda;Guarda Municipal;5
3374;Guarda Municipal de Nova Olinda do Maranhão;Guarda Municipal;5
3375;Guarda Municipal de Nova Olinda do Norte;Guarda Municipal;5
3376;Guarda Municipal de Nova Olímpia;Guarda Municipal;5
3377;Guarda Municipal de Nova Olímpia;Guarda Municipal;5
3378;Guarda Municipal de Nova Palma;Guarda Municipal;5
3379;Guarda Municipal de Nova Palmeira;Guarda Municipal;5
3380;Guarda Municipal de Nova Petrópolis;Guarda Municipal;5
3381;Guarda Municipal de Nova Ponte;Guarda Municipal;5
3382;Guarda Municipal de Nova Porteirinha;Guarda Municipal;5
3383;Guarda Municipal de Nova Prata;Guarda Municipal;5
3384;Guarda Municipal de Nova Prata do Iguaçu;Guarda Municipal;5
3385;Guarda Municipal de Nova Pádua;Guarda Municipal;5
3386;Guarda Municipal de Nova Ramada;Guarda Municipal;5
3387;Guarda Municipal de Nova Redenção;Guarda Municipal;5
3388;Guarda Municipal de Nova Resende;Guarda Municipal;5
3389;Guarda Municipal de Nova Roma;Guarda Municipal;5
3390;Guarda Municipal de Nova Roma do Sul;Guarda Municipal;5
3391;Guarda Municipal de Nova Rosalândia;Guarda Municipal;5
3392;Guarda Municipal de Nova Russas;Guarda Municipal;5
3393;Guarda Municipal de Nova Santa Bárbara;Guarda Municipal;5
3394;Guarda Municipal de Nova Santa Helena;Guarda Municipal;5
3395;Guarda Municipal de Nova Santa Rita;Guarda Municipal;5
3396;Guarda Municipal de Nova Santa Rita;Guarda Municipal;5
3397;Guarda Municipal de Nova Santa Rosa;Guarda Municipal;5
3398;Guarda Municipal de Nova Serrana;Guarda Municipal;5
3399;Guarda Municipal de Nova Soure;Guarda Municipal;5
3400;Guarda Municipal de Nova Tebas;Guarda Municipal;5
3401;Guarda Municipal de Nova Timboteua;Guarda Municipal;5
3402;Guarda Municipal de Nova Trento;Guarda Municipal;5
3403;Guarda Municipal de Nova Ubiratã;Guarda Municipal;5
3404;Guarda Municipal de Nova União;Guarda Municipal;5
3405;Guarda Municipal de Nova União;Guarda Municipal;5
3406;Guarda Municipal de Nova Veneza;Guarda Municipal;5
3407;Guarda Municipal de Nova Veneza;Guarda Municipal;5
3408;Guarda Municipal de Nova Venécia;Guarda Municipal;5
3409;Guarda Municipal de Nova Viçosa;Guarda Municipal;5
3410;Guarda Municipal de Nova Xavantina;Guarda Municipal;5
3411;Guarda Municipal de Novais;Guarda Municipal;5
3412;Guarda Municipal de Novo Acordo;Guarda Municipal;5
3413;Guarda Municipal de Novo Airão;Guarda Municipal;5
3414;Guarda Municipal de Novo Alegre;Guarda Municipal;5
3415;Guarda Municipal de Novo Aripuanã;Guarda Municipal;5
3416;Guarda Municipal de Novo Barreiro;Guarda Municipal;5
3417;Guarda Municipal de Novo Brasil;Guarda Municipal;5
3418;Guarda Municipal de Novo Cabrais;Guarda Municipal;5
3419;Guarda Municipal de Novo Cruzeiro;Guarda Municipal;5
3420;Guarda Municipal de Novo Gama;Guarda Municipal;5
3421;Guarda Municipal de Novo Hamburgo;Guarda Municipal;5
3422;Guarda Municipal de Novo Horizonte;Guarda Municipal;5
3423;Guarda Municipal de Novo Horizonte;Guarda Municipal;5
3424;Guarda Municipal de Novo Horizonte;Guarda Municipal;5
3425;Guarda Municipal de Novo Horizonte do Norte;Guarda Municipal;5
3426;Guarda Municipal de Novo Horizonte do Oeste;Guarda Municipal;5
3427;Guarda Municipal de Novo Horizonte do Sul;Guarda Municipal;5
3428;Guarda Municipal de Novo Itacolomi;Guarda Municipal;5
3429;Guarda Municipal de Novo Jardim;Guarda Municipal;5
3430;Guarda Municipal de Novo Lino;Guarda Municipal;5
3431;Guarda Municipal de Novo Machado;Guarda Municipal;5
3432;Guarda Municipal de Novo Mundo;Guarda Municipal;5
3433;Guarda Municipal de Novo Oriente;Guarda Municipal;5
3434;Guarda Municipal de Novo Oriente de Minas;Guarda Municipal;5
3435;Guarda Municipal de Novo Oriente do Piauí;Guarda Municipal;5
3436;Guarda Municipal de Novo Planalto;Guarda Municipal;5
3437;Guarda Municipal de Novo Progresso;Guarda Municipal;5
3438;Guarda Municipal de Novo Repartimento;Guarda Municipal;5
3439;Guarda Municipal de Novo Santo Antônio;Guarda Municipal;5
3440;Guarda Municipal de Novo Santo Antônio;Guarda Municipal;5
3441;Guarda Municipal de Novo São Joaquim;Guarda Municipal;5
3442;Guarda Municipal de Novo Tiradentes;Guarda Municipal;5
3443;Guarda Municipal de Novo Triunfo;Guarda Municipal;5
3444;Guarda Municipal de Novo Xingu;Guarda Municipal;5
3445;Guarda Municipal de Novorizonte;Guarda Municipal;5
3446;Guarda Municipal de Nuporanga;Guarda Municipal;5
3447;Guarda Municipal de Não-Me-Toque;Guarda Municipal;5
3448;Guarda Municipal de Nísia Floresta;Guarda Municipal;5
3449;Guarda Municipal de Ocara;Guarda Municipal;5
3450;Guarda Municipal de Ocauçu;Guarda Municipal;5
3451;Guarda Municipal de Oeiras;Guarda Municipal;5
3452;Guarda Municipal de Oeiras do Pará;Guarda Municipal;5
3453;Guarda Municipal de Oiapoque;Guarda Municipal;5
3454;Guarda Municipal de Olaria;Guarda Municipal;5
3455;Guarda Municipal de Olho D'Água do Piauí;Guarda Municipal;5
3456;Guarda Municipal de Olho d'Água;Guarda Municipal;5
3457;Guarda Municipal de Olho d'Água Grande;Guarda Municipal;5
3458;Guarda Municipal de Olho d'Água das Cunhãs;Guarda Municipal;5
3459;Guarda Municipal de Olho d'Água das Flores;Guarda Municipal;5
3460;Guarda Municipal de Olho d'Água do Casado;Guarda Municipal;5
3461;Guarda Municipal de Olho-d'Água do Borges;Guarda Municipal;5
3462;Guarda Municipal de Olhos d'Água;Guarda Municipal;5
3463;Guarda Municipal de Olinda;Guarda Municipal;5
3464;Guarda Municipal de Olinda Nova do Maranhão;Guarda Municipal;5
3465;Guarda Municipal de Olindina;Guarda Municipal;5
3466;Guarda Municipal de Olivedos;Guarda Municipal;5
3467;Guarda Municipal de Oliveira;Guarda Municipal;5
3468;Guarda Municipal de Oliveira Fortes;Guarda Municipal;5
3469;Guarda Municipal de Oliveira de Fátima;Guarda Municipal;5
3470;Guarda Municipal de Oliveira dos Brejinhos;Guarda Municipal;5
3471;Guarda Municipal de Olivença;Guarda Municipal;5
3472;Guarda Municipal de Olímpia;Guarda Municipal;5
3473;Guarda Municipal de Olímpio Noronha;Guarda Municipal;5
3474;Guarda Municipal de Onda Verde;Guarda Municipal;5
3475;Guarda Municipal de Onça de Pitangui;Guarda Municipal;5
3476;Guarda Municipal de Oratórios;Guarda Municipal;5
3477;Guarda Municipal de Oriente;Guarda Municipal;5
3478;Guarda Municipal de Orindiúva;Guarda Municipal;5
3479;Guarda Municipal de Oriximiná;Guarda Municipal;5
3480;Guarda Municipal de Orizona;Guarda Municipal;5
3481;Guarda Municipal de Orizânia;Guarda Municipal;5
3482;Guarda Municipal de Orleans;Guarda Municipal;5
3483;Guarda Municipal de Orlândia;Guarda Municipal;5
3484;Guarda Municipal de Orobó;Guarda Municipal;5
3485;Guarda Municipal de Orocó;Guarda Municipal;5
3486;Guarda Municipal de Ortigueira;Guarda Municipal;5
3487;Guarda Municipal de Orós;Guarda Municipal;5
3488;Guarda Municipal de Osasco;Guarda Municipal;5
3489;Guarda Municipal de Oscar Bressane;Guarda Municipal;5
3490;Guarda Municipal de Osvaldo Cruz;Guarda Municipal;5
3491;Guarda Municipal de Osório;Guarda Municipal;5
3492;Guarda Municipal de Otacílio Costa;Guarda Municipal;5
3493;Guarda Municipal de Ouricuri;Guarda Municipal;5
3494;Guarda Municipal de Ourilândia do Norte;Guarda Municipal;5
3495;Guarda Municipal de Ourinhos;Guarda Municipal;5
3496;Guarda Municipal de Ourizona;Guarda Municipal;5
3497;Guarda Municipal de Ouriçangas;Guarda Municipal;5
3498;Guarda Municipal de Ouro;Guarda Municipal;5
3499;Guarda Municipal de Ouro Branco;Guarda Municipal;5
3500;Guarda Municipal de Ouro Branco;Guarda Municipal;5
3501;Guarda Municipal de Ouro Branco;Guarda Municipal;5
3502;Guarda Municipal de Ouro Fino;Guarda Municipal;5
3503;Guarda Municipal de Ouro Preto;Guarda Municipal;5
3504;Guarda Municipal de Ouro Preto do Oeste;Guarda Municipal;5
3505;Guarda Municipal de Ouro Velho;Guarda Municipal;5
3506;Guarda Municipal de Ouro Verde;Guarda Municipal;5
3507;Guarda Municipal de Ouro Verde;Guarda Municipal;5
3508;Guarda Municipal de Ouro Verde de Goiás;Guarda Municipal;5
3509;Guarda Municipal de Ouro Verde de Minas;Guarda Municipal;5
3510;Guarda Municipal de Ouro Verde do Oeste;Guarda Municipal;5
3511;Guarda Municipal de Ouroeste;Guarda Municipal;5
3512;Guarda Municipal de Ourolândia;Guarda Municipal;5
3513;Guarda Municipal de Ourém;Guarda Municipal;5
3514;Guarda Municipal de Ouvidor;Guarda Municipal;5
